time,x,y,z,abs,Action
22.0,0.819,1.99,0.214,2.16,walking
22.0,0.835,2.13,-0.0488,2.28,walking
22.0,0.805,2.03,-0.284,2.2,walking
22.0,0.802,1.71,-0.535,1.96,walking
22.0,0.788,1.22,-0.884,1.7,walking
22.0,0.715,0.617,-1.21,1.54,walking
22.0,0.609,0.00353,-1.38,1.51,walking
22.0,0.582,-0.607,-1.41,1.64,walking
22.0,0.474,-1.1,-1.52,1.94,walking
22.0,0.35,-1.42,-1.58,2.15,walking
22.1,0.208,-1.65,-1.53,2.26,walking
22.1,0.0754,-1.73,-1.36,2.2,walking
22.1,-0.119,-1.63,-1.16,2.0,walking
22.1,-0.339,-1.39,-0.963,1.72,walking
22.1,-0.534,-1.04,-0.638,1.33,walking
22.1,-0.689,-0.668,-0.307,1.01,walking
22.1,-0.81,-0.364,-0.124,0.897,walking
22.1,-0.757,-0.0987,0.0656,0.766,walking
22.1,-0.743,0.199,0.304,0.827,walking
22.1,-0.76,0.514,0.465,1.03,walking
22.2,-0.704,0.69,0.497,1.1,walking
22.2,-0.648,0.761,0.449,1.1,walking
22.2,-0.58,0.792,0.372,1.05,walking
22.2,-0.554,0.779,0.128,0.965,walking
22.2,-0.611,0.792,-0.201,1.02,walking
22.2,-0.647,0.764,-0.524,1.13,walking
22.2,-0.673,0.71,-0.765,1.24,walking
22.2,-0.688,0.728,-0.962,1.39,walking
22.2,-0.669,0.73,-1.1,1.48,walking
22.2,-0.667,0.69,-1.22,1.55,walking
22.3,-0.678,0.672,-1.27,1.59,walking
22.3,-0.697,0.687,-1.25,1.59,walking
22.3,-0.756,0.74,-1.19,1.59,walking
22.3,-0.819,0.795,-1.11,1.59,walking
22.3,-0.81,0.82,-1.03,1.55,walking
22.3,-0.797,0.873,-0.941,1.51,walking
22.3,-0.774,0.953,-0.822,1.48,walking
22.3,-0.706,0.996,-0.685,1.4,walking
22.3,-0.581,0.944,-0.578,1.25,walking
22.3,-0.457,0.797,-0.548,1.07,walking
22.4,-0.321,0.624,-0.534,0.882,walking
22.4,-0.192,0.435,-0.487,0.681,walking
22.4,-0.0862,0.213,-0.522,0.571,walking
22.4,-0.00311,0.0122,-0.608,0.608,walking
22.4,0.0976,-0.149,-0.61,0.636,walking
22.4,0.165,-0.282,-0.515,0.61,walking
22.4,0.211,-0.36,-0.416,0.589,walking
22.4,0.204,-0.398,-0.295,0.536,walking
22.4,0.207,-0.377,-0.129,0.449,walking
22.4,0.196,-0.307,0.0785,0.373,walking
22.5,0.195,-0.216,0.27,0.397,walking
22.5,0.318,-0.28,0.45,0.618,walking
22.5,0.558,-0.668,0.602,1.06,walking
22.5,0.812,-1.24,0.645,1.61,walking
22.5,1.09,-1.75,0.608,2.15,walking
22.5,1.3,-2.12,0.579,2.56,walking
22.5,1.47,-2.39,0.579,2.86,walking
22.5,1.57,-2.6,0.604,3.09,walking
22.5,1.55,-2.59,0.612,3.08,walking
22.5,1.46,-2.17,0.601,2.68,walking
22.6,1.32,-1.42,0.651,2.05,walking
22.6,1.11,-0.506,0.642,1.38,walking
22.6,0.87,0.353,0.515,1.07,walking
22.6,0.8,0.991,0.388,1.33,walking
22.6,0.751,1.41,0.304,1.62,walking
22.6,0.809,1.48,0.201,1.7,walking
22.6,0.903,1.21,0.126,1.51,walking
22.6,0.95,0.774,0.0534,1.23,walking
22.6,0.95,0.249,-0.0818,0.985,walking
22.6,0.889,-0.383,-0.261,1.0,walking
22.7,0.86,-1.17,-0.307,1.48,walking
22.7,0.84,-1.89,-0.291,2.09,walking
22.7,0.73,-2.37,-0.194,2.49,walking
22.7,0.55,-2.56,-0.137,2.63,walking
22.7,0.295,-2.61,0.0326,2.62,walking
22.7,-0.00713,-2.53,0.383,2.56,walking
22.7,-0.231,-2.4,0.738,2.52,walking
22.7,-0.407,-2.19,1.04,2.46,walking
22.7,-0.571,-1.96,1.3,2.42,walking
22.8,-0.751,-1.8,1.46,2.43,walking
22.8,-0.927,-1.65,1.55,2.44,walking
22.8,-1.14,-1.47,1.54,2.41,walking
22.8,-1.37,-1.34,1.48,2.42,walking
22.8,-1.61,-1.24,1.28,2.4,walking
22.8,-1.83,-1.2,0.935,2.38,walking
22.8,-2.05,-1.13,0.599,2.42,walking
22.8,-2.27,-0.99,0.402,2.51,walking
22.8,-2.37,-0.923,0.255,2.56,walking
22.8,-2.53,-0.84,-0.0423,2.66,walking
22.9,-2.7,-0.619,-0.27,2.78,walking
22.9,-2.81,-0.358,-0.394,2.86,walking
22.9,-2.9,-0.171,-0.443,2.94,walking
22.9,-2.93,-0.019,-0.468,2.97,walking
22.9,-2.92,0.0883,-0.424,2.95,walking
22.9,-2.87,0.164,-0.34,2.89,walking
22.9,-2.79,0.163,-0.265,2.81,walking
22.9,-2.66,0.0251,-0.222,2.67,walking
22.9,-2.49,-0.171,-0.214,2.51,walking
22.9,-2.35,-0.355,-0.144,2.38,walking
23.0,-2.21,-0.478,-0.0274,2.26,walking
23.0,-2.06,-0.634,0.13,2.15,walking
23.0,-1.88,-0.857,0.24,2.08,walking
23.0,-1.76,-1.09,0.337,2.1,walking
23.0,-1.67,-1.3,0.467,2.17,walking
23.0,-1.59,-1.52,0.582,2.28,walking
23.0,-1.49,-1.79,0.687,2.43,walking
23.0,-1.41,-2.04,0.8,2.6,walking
23.0,-1.39,-2.2,0.911,2.76,walking
23.0,-1.45,-2.3,1.03,2.91,walking
23.1,-1.54,-2.37,1.12,3.04,walking
23.1,-1.62,-2.41,1.22,3.15,walking
23.1,-1.69,-2.44,1.37,3.27,walking
23.1,-1.74,-2.53,1.5,3.42,walking
23.1,-1.76,-2.71,1.58,3.6,walking
23.1,-1.78,-2.9,1.63,3.77,walking
23.1,-1.84,-3.08,1.67,3.95,walking
23.1,-1.93,-3.16,1.72,4.08,walking
23.1,-2.08,-3.1,1.74,4.12,walking
23.1,-2.28,-2.83,1.76,4.04,walking
23.2,-2.47,-2.43,1.79,3.9,walking
23.2,-2.59,-2.0,1.79,3.73,walking
23.2,-2.58,-1.62,1.75,3.51,walking
23.2,-2.5,-1.39,1.59,3.28,walking
23.2,-2.36,-1.34,1.39,3.05,walking
23.2,-2.09,-1.45,1.22,2.82,walking
23.2,-1.85,-1.67,1.08,2.72,walking
23.2,-1.65,-1.91,0.966,2.7,walking
23.2,-1.55,-2.06,0.821,2.71,walking
23.2,-1.51,-2.12,0.686,2.69,walking
23.3,-1.52,-2.05,0.599,2.62,walking
23.3,-1.56,-1.85,0.571,2.49,walking
23.3,-1.54,-1.58,0.602,2.29,walking
23.3,-1.51,-1.28,0.674,2.09,walking
23.3,-1.42,-1.01,0.743,1.9,walking
23.3,-1.29,-0.807,0.802,1.72,walking
23.3,-1.11,-0.687,0.883,1.57,walking
23.3,-0.883,-0.664,0.934,1.45,walking
23.3,-0.708,-0.666,0.986,1.39,walking
23.3,-0.562,-0.68,1.06,1.38,walking
23.4,-0.48,-0.687,1.07,1.36,walking
23.4,-0.411,-0.71,1.05,1.33,walking
23.4,-0.359,-0.737,0.972,1.27,walking
23.4,-0.315,-0.773,0.907,1.23,walking
23.4,-0.238,-0.801,0.856,1.2,walking
23.4,-0.117,-0.789,0.858,1.17,walking
23.4,0.0188,-0.681,0.856,1.09,walking
23.4,0.175,-0.506,0.909,1.05,walking
23.4,0.337,-0.361,0.922,1.05,walking
23.4,0.488,-0.24,0.928,1.08,walking
23.5,0.632,-0.101,0.889,1.1,walking
23.5,0.717,0.0704,0.774,1.06,walking
23.5,0.762,0.202,0.643,1.02,walking
23.5,0.796,0.272,0.493,0.975,walking
23.5,0.801,0.303,0.349,0.925,walking
23.5,0.825,0.301,0.253,0.914,walking
23.5,0.828,0.284,0.166,0.891,walking
23.5,0.828,0.27,0.104,0.877,walking
23.5,0.815,0.254,0.12,0.862,walking
23.5,0.776,0.289,0.116,0.836,walking
23.6,0.721,0.369,0.123,0.819,walking
23.6,0.663,0.474,0.208,0.841,walking
23.6,0.612,0.573,0.278,0.883,walking
23.6,0.592,0.659,0.295,0.934,walking
23.6,0.55,0.782,0.34,1.01,walking
23.6,0.502,0.891,0.374,1.09,walking
23.6,0.488,0.957,0.383,1.14,walking
23.6,0.501,0.955,0.38,1.14,walking
23.6,0.493,0.957,0.381,1.14,walking
23.6,0.496,0.954,0.428,1.16,walking
23.7,0.494,0.913,0.463,1.14,walking
23.7,0.501,0.873,0.472,1.11,walking
23.7,0.526,0.831,0.492,1.1,walking
23.7,0.545,0.826,0.521,1.12,walking
23.7,0.537,0.862,0.534,1.15,walking
23.7,0.553,0.881,0.523,1.16,walking
23.7,0.633,0.895,0.513,1.21,walking
23.7,0.697,0.935,0.495,1.27,walking
23.7,0.768,1.01,0.49,1.36,walking
23.7,0.853,1.09,0.477,1.46,walking
23.8,0.914,1.16,0.443,1.54,walking
23.8,0.964,1.21,0.419,1.6,walking
23.8,1.04,1.19,0.401,1.63,walking
23.8,1.13,1.05,0.401,1.59,walking
23.8,1.26,0.78,0.389,1.53,walking
23.8,1.41,0.383,0.357,1.5,walking
23.8,1.54,-0.0395,0.291,1.57,walking
23.8,1.59,-0.342,0.245,1.65,walking
23.8,1.62,-0.478,0.264,1.71,walking
23.8,1.63,-0.454,0.306,1.72,walking
23.9,1.58,-0.31,0.281,1.63,walking
23.9,1.51,-0.0702,0.294,1.54,walking
23.9,1.44,0.279,0.324,1.51,walking
23.9,1.35,0.714,0.326,1.56,walking
23.9,1.23,1.2,0.312,1.75,walking
23.9,1.13,1.61,0.304,1.99,walking
23.9,1.04,1.91,0.254,2.19,walking
23.9,0.922,2.14,0.188,2.33,walking
23.9,0.857,2.2,0.0995,2.37,walking
23.9,0.873,2.04,-0.0483,2.22,walking
24.0,0.922,1.7,-0.245,1.95,walking
24.0,0.932,1.32,-0.423,1.67,walking
24.0,0.928,0.94,-0.57,1.44,walking
24.0,0.955,0.593,-0.667,1.31,walking
24.0,0.98,0.325,-0.74,1.27,walking
24.0,0.999,0.112,-0.746,1.25,walking
24.0,0.971,-0.0318,-0.661,1.17,walking
24.0,0.935,-0.118,-0.461,1.05,walking
24.0,0.913,-0.184,-0.192,0.951,walking
24.0,0.936,-0.223,0.179,0.979,walking
24.1,0.924,-0.159,0.595,1.11,walking
24.1,0.88,-0.124,0.894,1.26,walking
24.1,0.863,-0.0895,1.22,1.49,walking
24.1,0.816,-0.0209,1.52,1.72,walking
24.1,0.747,0.0841,1.74,1.89,walking
24.1,0.643,0.232,1.91,2.03,walking
24.1,0.549,0.4,2.04,2.15,walking
24.1,0.457,0.577,2.12,2.25,walking
24.1,0.366,0.738,2.15,2.3,walking
24.1,0.269,0.892,2.12,2.32,walking
24.2,0.183,1.02,2.07,2.32,walking
24.2,0.0892,1.15,1.99,2.3,walking
24.2,0.00593,1.24,1.82,2.2,walking
24.2,-0.0909,1.3,1.64,2.09,walking
24.2,-0.161,1.3,1.43,1.94,walking
24.2,-0.186,1.24,1.22,1.76,walking
24.2,-0.167,1.14,1.07,1.57,walking
24.2,-0.148,1.01,0.939,1.39,walking
24.2,-0.111,0.862,0.878,1.24,walking
24.2,-0.082,0.688,0.777,1.04,walking
24.3,-0.0448,0.543,0.712,0.897,walking
24.3,-0.00126,0.426,0.649,0.777,walking
24.3,0.0579,0.314,0.564,0.648,walking
24.3,0.105,0.216,0.461,0.52,walking
24.3,0.134,0.157,0.407,0.457,walking
24.3,0.195,0.137,0.347,0.421,walking
24.3,0.299,0.0996,0.313,0.444,walking
24.3,0.471,0.055,0.343,0.585,walking
24.3,0.644,0.0251,0.422,0.77,walking
24.3,0.793,0.0173,0.49,0.932,walking
24.4,0.904,0.00867,0.512,1.04,walking
24.4,0.972,0.0154,0.517,1.1,walking
24.4,1.01,0.0836,0.52,1.14,walking
24.4,0.973,0.222,0.529,1.13,walking
24.4,0.904,0.379,0.538,1.12,walking
24.4,0.853,0.52,0.53,1.13,walking
24.4,0.802,0.641,0.493,1.14,walking
24.4,0.731,0.729,0.442,1.12,walking
24.4,0.652,0.821,0.377,1.11,walking
24.4,0.561,0.859,0.267,1.06,walking
24.5,0.473,0.846,0.11,0.976,walking
24.5,0.396,0.807,-0.0558,0.901,walking
24.5,0.327,0.751,-0.226,0.85,walking
24.5,0.263,0.664,-0.354,0.797,walking
24.5,0.22,0.59,-0.468,0.785,walking
24.5,0.183,0.56,-0.593,0.836,walking
24.5,0.172,0.527,-0.67,0.869,walking
24.5,0.162,0.498,-0.752,0.917,walking
24.5,0.194,0.455,-0.775,0.919,walking
24.5,0.294,0.297,-0.732,0.843,walking
24.6,0.485,-0.119,-0.633,0.806,walking
24.6,0.705,-0.761,-0.489,1.15,jumping
24.6,0.974,-1.54,-0.319,1.85,jumping
24.6,1.25,-2.26,-0.142,2.58,jumping
24.6,1.5,-2.79,0.0223,3.17,jumping
24.6,1.65,-3.17,0.242,3.58,jumping
24.6,1.73,-3.43,0.473,3.87,jumping
24.6,1.68,-3.34,0.705,3.81,jumping
24.6,1.53,-2.81,0.92,3.33,jumping
24.6,1.34,-1.97,1.14,2.64,jumping
24.7,1.17,-1.07,1.2,1.99,jumping
24.7,1.03,-0.257,1.12,1.55,jumping
24.7,0.914,0.499,0.954,1.41,jumping
24.7,0.77,1.13,0.713,1.54,jumping
24.7,0.614,1.63,0.462,1.8,jumping
24.7,0.469,2.02,0.203,2.08,jumping
24.7,0.334,2.22,-0.0117,2.24,jumping
24.7,0.214,2.19,-0.236,2.22,jumping
24.7,0.0978,2.01,-0.481,2.07,jumping
24.7,-0.0208,1.73,-0.708,1.87,jumping
24.8,-0.168,1.35,-0.902,1.63,jumping
24.8,-0.243,0.868,-1.05,1.39,jumping
24.8,-0.235,0.3,-1.21,1.27,jumping
24.8,-0.225,-0.233,-1.36,1.4,jumping
24.8,-0.234,-0.62,-1.43,1.57,jumping
24.8,-0.264,-0.901,-1.36,1.66,jumping
24.8,-0.31,-1.12,-1.26,1.71,jumping
24.8,-0.394,-1.19,-1.05,1.63,jumping
24.8,-0.52,-1.15,-0.693,1.44,jumping
24.8,-0.63,-1.09,-0.299,1.29,jumping
24.9,-0.729,-0.977,0.0747,1.22,jumping
24.9,-0.789,-0.833,0.409,1.22,jumping
24.9,-0.821,-0.727,0.743,1.32,jumping
24.9,-0.854,-0.56,0.969,1.41,jumping
24.9,-0.929,-0.353,1.1,1.48,jumping
24.9,-0.98,-0.164,1.22,1.57,jumping
24.9,-0.995,0.0182,1.18,1.55,jumping
24.9,-1.02,0.234,0.964,1.42,jumping
24.9,-1.07,0.452,0.656,1.34,jumping
24.9,-1.08,0.576,0.325,1.26,jumping
25.0,-0.999,0.611,0.0202,1.17,jumping
25.0,-0.899,0.699,-0.243,1.16,jumping
25.0,-0.812,0.775,-0.46,1.21,jumping
25.0,-0.686,0.745,-0.621,1.19,jumping
25.0,-0.556,0.732,-0.773,1.2,jumping
25.0,-0.415,0.746,-0.919,1.25,jumping
25.0,-0.265,0.751,-1.02,1.29,jumping
25.0,-0.118,0.734,-1.11,1.33,jumping
25.0,0.0104,0.747,-1.14,1.36,jumping
25.0,0.14,0.79,-1.16,1.41,jumping
25.1,0.282,0.812,-1.14,1.43,jumping
25.1,0.393,0.859,-1.06,1.42,jumping
25.1,0.479,0.946,-0.935,1.41,jumping
25.1,0.553,1.06,-0.813,1.45,jumping
25.1,0.612,1.12,-0.679,1.45,jumping
25.1,0.674,1.15,-0.546,1.44,jumping
25.1,0.75,1.13,-0.426,1.42,jumping
25.1,0.796,1.07,-0.281,1.37,jumping
25.1,0.866,0.972,-0.133,1.31,jumping
25.1,0.906,0.845,-0.0453,1.24,jumping
25.2,0.913,0.718,-0.00342,1.16,jumping
25.2,0.933,0.572,-0.0142,1.09,jumping
25.2,0.907,0.487,-0.0591,1.03,jumping
25.2,0.885,0.443,-0.156,1.0,jumping
25.2,0.861,0.4,-0.3,0.996,jumping
25.2,0.845,0.389,-0.449,1.03,jumping
25.2,0.851,0.425,-0.572,1.11,jumping
25.2,0.844,0.476,-0.657,1.17,jumping
25.2,0.91,0.493,-0.722,1.26,jumping
25.2,1.05,0.361,-0.776,1.35,jumping
25.3,1.2,0.139,-0.817,1.46,jumping
25.3,1.33,-0.0608,-0.852,1.58,jumping
25.3,1.54,-0.302,-0.867,1.8,jumping
25.3,1.8,-0.62,-0.874,2.1,jumping
25.3,2.05,-0.921,-0.792,2.38,jumping
25.3,2.24,-1.14,-0.634,2.59,jumping
25.3,2.37,-1.29,-0.512,2.75,jumping
25.3,2.48,-1.39,-0.37,2.87,jumping
25.3,2.53,-1.4,-0.15,2.89,jumping
25.3,2.5,-1.32,-0.0132,2.83,jumping
25.4,2.43,-1.16,0.156,2.7,jumping
25.4,2.25,-0.873,0.344,2.44,jumping
25.4,2.04,-0.518,0.534,2.17,jumping
25.4,1.79,-0.132,0.718,1.93,jumping
25.4,1.48,0.341,0.906,1.77,jumping
25.4,1.15,0.863,1.05,1.78,jumping
25.4,0.818,1.32,1.19,1.96,jumping
25.4,0.492,1.7,1.32,2.2,jumping
25.4,0.206,1.96,1.35,2.39,jumping
25.4,-0.0373,2.0,1.33,2.4,jumping
25.5,-0.288,1.87,1.2,2.24,jumping
25.5,-0.555,1.61,0.997,1.97,jumping
25.5,-0.671,1.09,0.764,1.49,jumping
25.5,-0.704,0.369,0.542,0.962,jumping
25.5,-0.796,-0.285,0.34,0.911,jumping
25.5,-0.835,-0.834,0.169,1.19,jumping
25.5,-0.81,-1.25,-0.00549,1.49,jumping
25.5,-0.782,-1.47,-0.122,1.67,jumping
25.5,-0.794,-1.59,-0.224,1.79,jumping
25.5,-0.777,-1.58,-0.278,1.78,jumping
25.6,-0.766,-1.43,-0.273,1.65,jumping
25.6,-0.677,-1.28,-0.251,1.47,jumping
25.6,-0.467,-1.24,-0.167,1.34,jumping
25.6,-0.326,-1.14,-0.00762,1.18,jumping
25.6,-0.299,-0.969,0.112,1.02,jumping
25.6,-0.275,-0.892,0.239,0.963,jumping
25.6,-0.298,-0.814,0.34,0.931,jumping
25.6,-0.338,-0.769,0.406,0.933,jumping
25.6,-0.364,-0.777,0.471,0.979,jumping
25.6,-0.424,-0.701,0.574,1.0,jumping
25.7,-0.526,-0.55,0.661,1.01,jumping
25.7,-0.638,-0.356,0.817,1.1,jumping
25.7,-0.791,-0.142,0.974,1.26,jumping
25.7,-0.967,0.061,1.06,1.44,jumping
25.7,-1.11,0.208,1.19,1.64,jumping
25.7,-1.23,0.296,1.29,1.8,jumping
25.7,-1.33,0.339,1.39,1.95,jumping
25.7,-1.43,0.297,1.43,2.05,jumping
25.7,-1.57,0.206,1.38,2.1,jumping
25.7,-1.7,0.0947,1.24,2.11,jumping
25.8,-1.81,-0.0323,1.04,2.09,jumping
25.8,-1.93,-0.0885,0.846,2.11,jumping
25.8,-2.06,-0.0652,0.664,2.17,jumping
25.8,-2.16,-0.0533,0.526,2.22,jumping
25.8,-2.23,-0.061,0.398,2.26,jumping
25.8,-2.28,-0.0554,0.265,2.3,jumping
25.8,-2.3,-0.00765,0.134,2.3,jumping
25.8,-2.29,0.0498,0.0187,2.29,jumping
25.8,-2.24,0.0692,-0.0833,2.24,jumping
25.8,-2.15,0.029,-0.171,2.16,jumping
25.9,-2.02,-0.074,-0.252,2.04,jumping
25.9,-1.86,-0.259,-0.323,1.9,jumping
25.9,-1.67,-0.514,-0.416,1.8,jumping
25.9,-1.49,-0.774,-0.487,1.75,jumping
25.9,-1.33,-0.968,-0.526,1.73,jumping
25.9,-1.22,-1.1,-0.531,1.73,jumping
25.9,-1.09,-1.15,-0.48,1.66,jumping
25.9,-0.956,-1.18,-0.347,1.56,jumping
25.9,-0.828,-1.13,-0.157,1.41,jumping
25.9,-0.683,-1.04,0.0396,1.25,jumping
26.0,-0.517,-1.0,0.173,1.14,jumping
26.0,-0.282,-1.18,0.245,1.24,jumping
26.0,-0.0124,-1.59,0.28,1.62,jumping
26.0,0.203,-1.97,0.311,2.0,jumping
26.0,0.323,-2.16,0.331,2.21,jumping
26.0,0.434,-2.34,0.362,2.41,jumping
26.0,0.556,-2.57,0.459,2.66,jumping
26.0,0.632,-2.71,0.59,2.85,jumping
26.0,0.706,-2.68,0.727,2.86,jumping
26.0,0.712,-2.4,0.905,2.66,jumping
26.1,0.637,-1.84,1.1,2.24,jumping
26.1,0.479,-1.05,1.21,1.68,jumping
26.1,0.362,-0.211,1.26,1.33,jumping
26.1,0.302,0.506,1.26,1.39,jumping
26.1,0.254,1.07,1.12,1.57,jumping
26.1,0.313,1.36,0.907,1.66,jumping
26.1,0.38,1.44,0.73,1.66,jumping
26.1,0.405,1.41,0.551,1.57,jumping
26.1,0.405,1.24,0.318,1.34,jumping
26.1,0.468,0.881,0.0437,0.998,jumping
26.2,0.538,0.496,-0.157,0.748,jumping
26.2,0.593,0.11,-0.316,0.681,jumping
26.2,0.605,-0.162,-0.434,0.762,jumping
26.2,0.73,-0.415,-0.528,0.992,jumping
26.2,0.884,-0.687,-0.594,1.27,jumping
26.2,1.05,-0.949,-0.639,1.55,jumping
26.2,1.22,-1.07,-0.616,1.73,jumping
26.2,1.34,-1.06,-0.445,1.76,jumping
26.2,1.4,-0.882,-0.169,1.66,jumping
26.2,1.31,-0.578,0.0526,1.43,jumping
26.3,1.19,-0.301,0.194,1.24,jumping
26.3,1.09,-0.0654,0.307,1.14,jumping
26.3,0.965,0.201,0.349,1.05,jumping
26.3,0.836,0.408,0.309,0.981,jumping
26.3,0.724,0.533,0.269,0.939,jumping
26.3,0.562,0.697,0.138,0.906,jumping
26.3,0.366,0.827,-0.13,0.914,jumping
26.3,0.205,0.877,-0.337,0.962,jumping
26.3,0.0779,0.927,-0.439,1.03,jumping
26.3,-0.0266,0.979,-0.526,1.11,jumping
26.4,-0.122,0.975,-0.644,1.17,jumping
26.4,-0.189,0.945,-0.716,1.2,jumping
26.4,-0.254,0.928,-0.767,1.23,jumping
26.4,-0.305,0.9,-0.811,1.25,jumping
26.4,-0.32,0.851,-0.863,1.25,jumping
26.4,-0.301,0.787,-0.855,1.2,jumping
26.4,-0.278,0.72,-0.849,1.15,jumping
26.4,-0.264,0.653,-0.814,1.08,jumping
26.4,-0.226,0.606,-0.784,1.02,jumping
26.4,-0.197,0.594,-0.688,0.93,jumping
26.5,-0.16,0.635,-0.548,0.854,jumping
26.5,-0.0941,0.712,-0.428,0.836,jumping
26.5,-0.0447,0.833,-0.352,0.906,jumping
26.5,0.00656,0.935,-0.327,0.991,jumping
26.5,0.0794,0.987,-0.387,1.06,jumping
26.5,0.165,1.02,-0.461,1.13,jumping
26.5,0.266,1.01,-0.543,1.18,jumping
26.5,0.391,0.907,-0.623,1.17,jumping
26.5,0.533,0.761,-0.638,1.13,jumping
26.5,0.663,0.67,-0.546,1.09,jumping
26.6,0.773,0.591,-0.413,1.06,jumping
26.6,0.867,0.555,-0.234,1.06,jumping
26.6,0.916,0.584,-0.0626,1.09,jumping
26.6,0.958,0.621,0.0424,1.14,jumping
26.6,0.961,0.719,0.134,1.21,jumping
26.6,0.933,0.795,0.189,1.24,jumping
26.6,0.886,0.871,0.255,1.27,jumping
26.6,0.8,0.999,0.318,1.32,jumping
26.6,0.702,1.08,0.345,1.33,jumping
26.6,0.624,1.13,0.363,1.34,jumping
26.7,0.538,1.16,0.315,1.32,jumping
26.7,0.482,1.12,0.203,1.24,jumping
26.7,0.421,1.02,0.0517,1.1,jumping
26.7,0.41,0.848,-0.042,0.943,jumping
26.7,0.419,0.595,-0.092,0.734,jumping
26.7,0.47,0.309,-0.156,0.584,jumping
26.7,0.523,0.0507,-0.164,0.551,jumping
26.7,0.565,-0.143,-0.137,0.599,jumping
26.7,0.616,-0.308,-0.0468,0.69,jumping
26.7,0.712,-0.511,0.0979,0.882,jumping
26.8,0.853,-0.766,0.24,1.17,jumping
26.8,1.01,-0.98,0.398,1.46,jumping
26.8,1.2,-1.12,0.531,1.73,jumping
26.8,1.35,-1.2,0.642,1.91,jumping
26.8,1.39,-1.1,0.716,1.92,jumping
26.8,1.35,-0.862,0.779,1.78,jumping
26.8,1.22,-0.492,0.905,1.6,jumping
26.8,1.05,-0.0922,0.956,1.43,jumping
26.8,0.873,0.213,0.971,1.32,jumping
26.8,0.71,0.49,1.02,1.34,jumping
26.9,0.553,0.613,1.02,1.31,jumping
26.9,0.41,0.485,0.933,1.13,jumping
26.9,0.265,0.184,0.785,0.848,jumping
26.9,0.0733,-0.192,0.551,0.588,jumping
26.9,-0.0468,-0.705,0.351,0.789,jumping
26.9,-0.152,-1.13,0.258,1.17,jumping
26.9,-0.328,-1.39,0.166,1.44,jumping
26.9,-0.45,-1.6,0.0679,1.66,jumping
26.9,-0.57,-1.73,0.0509,1.82,jumping
26.9,-0.697,-1.76,0.0543,1.89,jumping
27.0,-0.774,-1.74,0.0828,1.91,jumping
27.0,-0.798,-1.71,0.226,1.9,jumping
27.0,-0.718,-1.67,0.469,1.87,jumping
27.0,-0.655,-1.53,0.698,1.81,jumping
27.0,-0.724,-1.33,0.819,1.72,jumping
27.0,-0.808,-1.24,0.893,1.73,jumping
27.0,-0.916,-1.13,0.917,1.72,jumping
27.0,-1.07,-1.01,0.911,1.73,jumping
27.0,-1.25,-0.883,0.854,1.75,jumping
27.0,-1.47,-0.795,0.766,1.84,jumping
27.1,-1.66,-0.758,0.668,1.94,jumping
27.1,-1.82,-0.709,0.624,2.05,jumping
27.1,-1.97,-0.679,0.531,2.15,jumping
27.1,-2.05,-0.701,0.433,2.21,jumping
27.1,-2.11,-0.691,0.408,2.26,jumping
27.1,-2.15,-0.674,0.427,2.29,jumping
27.1,-2.14,-0.674,0.41,2.28,jumping
27.1,-2.11,-0.663,0.362,2.24,jumping
27.1,-2.06,-0.65,0.264,2.18,jumping
27.1,-2.0,-0.663,0.175,2.11,jumping
27.2,-1.94,-0.654,0.0433,2.04,jumping
27.2,-1.91,-0.597,-0.105,2.0,jumping
27.2,-1.88,-0.558,-0.24,1.98,jumping
27.2,-1.87,-0.515,-0.404,1.98,jumping
27.2,-1.86,-0.449,-0.536,1.99,jumping
27.2,-1.84,-0.411,-0.63,1.99,jumping
27.2,-1.81,-0.403,-0.738,2.0,jumping
27.2,-1.78,-0.406,-0.838,2.01,jumping
27.2,-1.73,-0.411,-0.909,2.0,jumping
27.2,-1.66,-0.427,-0.975,1.97,jumping
27.3,-1.59,-0.477,-1.08,1.98,jumping
27.3,-1.53,-0.491,-1.2,2.0,jumping
27.3,-1.49,-0.45,-1.23,1.98,jumping
27.3,-1.43,-0.373,-1.25,1.93,jumping
27.3,-1.38,-0.322,-1.27,1.9,jumping
27.3,-1.32,-0.295,-1.28,1.86,jumping
27.3,-1.25,-0.26,-1.25,1.79,jumping
27.3,-1.15,-0.259,-1.19,1.67,jumping
27.3,-1.06,-0.289,-1.08,1.54,jumping
27.3,-0.983,-0.306,-0.921,1.38,jumping
27.4,-0.923,-0.31,-0.763,1.24,jumping
27.4,-0.871,-0.289,-0.619,1.11,jumping
27.4,-0.814,-0.276,-0.487,0.988,jumping
27.4,-0.752,-0.278,-0.396,0.894,jumping
27.4,-0.673,-0.26,-0.314,0.787,jumping
27.4,-0.535,-0.339,-0.279,0.692,jumping
27.4,-0.254,-0.678,-0.224,0.758,jumping
27.4,0.153,-1.34,-0.162,1.36,jumping
27.4,0.562,-2.06,-0.167,2.14,jumping
27.4,0.895,-2.52,-0.236,2.69,jumping
27.5,1.14,-2.68,-0.213,2.92,jumping
27.5,1.38,-2.8,0.005,3.12,jumping
27.5,1.68,-3.03,0.272,3.48,jumping
27.5,1.88,-3.07,0.527,3.64,jumping
27.5,1.99,-2.73,0.792,3.47,jumping
27.5,2.03,-2.12,1.03,3.11,jumping
27.5,1.95,-1.28,1.24,2.64,jumping
27.5,1.78,-0.319,1.39,2.28,jumping
